posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 3-Mar-22,Clarion (Malaysia) Sdn. Bhd.,Store Section Head,,Senior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 10-Mar-22,Jora Jobs,STOREHAND CUM DRIVER,,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Others,General Work",Human Resources Management / Consulting,1 - 50 Employees
Posted on 3-Mar-22,Kaifa Technology (M)  Sdn Bhd,Production Supervisor,,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",3 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,1001 - 2000 Employees
Posted on 7-Mar-22,Arrow Components (M) Sdn Bhd,Quote Analyst,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,201 - 500 Employees
Posted on 1-Mar-22,Plexus Manufacturing Sdn Bhd,Buyer (Purchasing),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 8-Mar-22,Plexus Manufacturing Sdn Bhd,Security Guard,,Junior Executive,"Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Services,Armed Forces,Manufacturing,Quality Assurance",Electrical & Electronics,More than 5000 Employees
Posted on 9-Mar-22,Agensi Pekerjaan PERSOLKELLY Malaysia Sdn Bhd,Purchasing Manager @ Penang MNC (ID: 543982),,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",7 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,201 - 500 Employees
Posted on 10-Mar-22,Berjaya Starbucks Coffee Company Sdn Bhd,Hospitality Specialist,,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Services,Customer Service",Food & Beverage / Catering / Restaurant,2001 - 5000 Employees
Posted on 2-Mar-22,Flex,Buyer (Northern region - remote work or home based),,Entry Level,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,More than 5000 Employees
Posted 10 hours ago,Beng Hee Enterprise,Lorry Driver,"MYR 1,500 - MYR 2,100",Non-Executive,Primary/Secondary School/O Level,5 years,Full-Time,"Others,General Work",Others,
Posted on 1-Mar-22,TF AMD MICROELECTRONICS (PENANG) SDN. BHD.,Operations Specialist / Manufacturing Supervisor,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",4 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,2001 - 5000 Employees
Posted on 11-Mar-22,PUSAT PEMULIHAN PERTUTURAN PACIFIC,Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Education/Training,Education",Healthcare / Medical,1 - 50 Employees
Posted on 1-Mar-22,TF AMD MICROELECTRONICS (PENANG) SDN. BHD.,Production Planning Section Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",8 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted on 7-Mar-22,OTL Asia Sdn Bhd,PEMANDU LORI “CROSS BORDER”,"MYR 1,500 - MYR 2,100",Non-Executive,Not Specified,2 years,Full-Time,"Others,General Work",Transportation / Logistics,51 - 200 Employees
Posted on 25-Feb-22,Aemulus Corporation Sdn Bhd,Procurement Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",4 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,51 - 200 Employees
Posted on 3-Mar-22,Northern Corridor Implementation Authority,Special Officer to the Chief Operating Officer (COO),,Manager,Not Specified,5 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Government / Defence,201 - 500 Employees
Posted on 27-Feb-22,Company Confidential,Purchasing Representative (50098) (JG),"MYR 4,000 - MYR 6,000",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted on 10-Mar-22,Michelle Pru Agency,Sales Manager,"MYR 5,000 - MYR 10,000",Manager,Not Specified,3 years,Full-Time,"Accounting/Finance,Banking/Financial",Insurance,
Posted on 22-Feb-22,Custom Food Group,Export & Local Sales Cordinator,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Sales/Marketing,Sales - Corporate",Manufacturing / Production,51 - 200 Employees
Posted on 22-Feb-22,Asta Chemicals Sdn. Bhd.,Production Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Chemical/Fertilizers/Pesticides,51 - 200 Employees
Posted on 7-Mar-22,Agilent Technologies LDA Malaysia Sdn. Bhd.,Internship - Manufacturing Engineering,,Entry Level,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Internship,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 7-Mar-22,Microchip Operations (Malaysia) Sdn. Bhd,JobStreet Tech Virtual Career Fair (9-11th March 2022),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Engineering,Electronics",Semiconductor/Wafer Fabrication,201 - 500 Employees
Posted on 8-Mar-22,BIRDSNEST SECRET SDN BHD,Pastry Trainee / Pastry Assistant,"MYR 1,600 - MYR 2,000",Entry Level,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,
Posted on 11-Mar-22,Company Confidential,Branch Manager - Automotive (Bukit Mertajam),,Manager,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Sales/Marketing,Retail Sales",,
Posted on 1-Mar-22,AGENSI PEKERJAAN JS STAFFING SERVICES SDN BHD,"Purchasing, Senior Executive / Manager (Based in Penang)","MYR 4,500 - MYR 9,000",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,1 - 50 Employees
Posted on 21-Feb-22,Robert Bosch (M) Sdn Bhd,Internship in Logistics (Receiving Time Window Coordinator),,Entry Level,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Internship,"Services,Logistics/Supply Chain",Manufacturing / Production,1001 - 2000 Employees
Posted on 24-Feb-22,Plexus Manufacturing Sdn Bhd,Purchasing Clerk,,Non-Executive,"Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 7-Mar-22,Gurney Paragon Mall,Car Park Supervisor,,Junior Executive,Not Specified,3 years,Full-Time,"Others,General Work",Property / Real Estate,51 - 200 Employees
Posted on 10-Mar-22,Flex,Program Administrator - (WD133064),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Others,Others",Manufacturing / Production,More than 5000 Employees
Posted on 22-Feb-22,Dell Global Business Center Sdn Bhd,"Advisor, Global Supply Management",,Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",7 years,Full-Time,"Services,Logistics/Supply Chain",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 5-Mar-22,AURORA ITALIA SDN BHD,JobStreet Tech Virtual Career Fair (9-11th March 2022),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",1 year,Full-Time,"Sales/Marketing,Digital Marketing",Retail / Merchandise,201 - 500 Employees
Posted on 27-Feb-22,SCHOTT Glass (M) Sdn Bhd,Production Supervisor - Lens & Prism,,Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma",4 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted on 21-Feb-22,Loytape Industries Sdn Bhd (PG),PLANNING CLERK (MATERIAL),"MYR 1,600 - MYR 2,000",Junior Executive,Not Specified,1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted on 22-Feb-22,JR-Tech Solution Sdn Bhd,Purchasing Executive,"MYR 2,500 - MYR 3,500",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Retail / Merchandise,1 - 50 Employees
Posted on 22-Feb-22,Poo Trading Import & Export Sdn Bhd,OPERATION & CUSTOMER SUPPORT,"MYR 2,300 - MYR 3,000",Junior Executive,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Food & Beverage / Catering / Restaurant,201 - 500 Employees
Posted on 28-Feb-22,PTS Industries Sdn Bhd,Customer Service Executive,"MYR 2,700 - MYR 3,500",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Customer Service",Manufacturing / Production,1 - 50 Employees
Posted on 14-Feb-22,Yosogo Writing Instrument Sdn Bhd,Production Supervisor,"MYR 2,400 - MYR 3,000",Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 15-Feb-22,Tialoc Malaysia Environmental Sdn Bhd,Purchasing Manager,,Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Construction / Building / Engineering,51 - 200 Employees
Posted on 18-Feb-22,Integrated Cold Chain Logistics Sdn. Bhd.(Penang),Compliance & Safety Executive (Logistics Industry),"MYR 2,500 - MYR 3,500",Senior Executive,Not Specified,3 years,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 14-Feb-22,Agensi Pekerjaan Career Wise Sdn Bhd,E-Commerce Fulfillment Executive (Order Process),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Logistics/Supply Chain",Human Resources Management / Consulting,1 - 50 Employees
Posted on 23-Feb-22,Pan Malaysian Pools Sdn Bhd,Transitional Leadership Placement Programme,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",8 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Others,201 - 500 Employees
Posted on 15-Feb-22,Jabil Circuit Sdn Bhd,Global Material Quote Analyst,,Junior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 16-Feb-22,Plexus Manufacturing Sdn Bhd,Demand Analyst (Material Planning),,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 16-Feb-22,Precisetech Sdn Bhd,Store Executive,"MYR 2,300 - MYR 3,300",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1 - 50 Employees
Posted on 16-Feb-22,Agensi Pekerjaan Line Recruits Sdn. Bhd.,SALES  ADMIN COORDINATOR,"MYR 3,000 - MYR 3,500",Entry Level,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Human Resources Management / Consulting,1 - 50 Employees
Posted on 25-Feb-22,Khian Guan Biscuit Manufacturing Company Sdn Bhd,General Operator,"MYR 1,200 - MYR 1,500",Non-Executive,Primary/Secondary School/O Level,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 14-Feb-22,Osadi Commercial Supplies Sdn Bhd,Senior Material Planner,"MYR 5,000 - MYR 7,000",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,51 - 200 Employees
Posted on 21-Feb-22,Maestro Swiss Management Services Sdn Bhd,Boilerman (Grade 1),,Junior Executive,Not Specified,3 years,Full-Time,"Manufacturing,Maintenance",Consumer Products / FMCG,201 - 500 Employees
Posted on 22-Feb-22,SANMINA-SCI SYSTEMS (MALAYSIA) SDN BHD,Regional Supply Chain Asst Manager,,Senior Executive,Not Specified,7 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,1001 - 2000 Employees
Posted on 17-Feb-22,Medical Innovation Ventures Sdn. Bhd.,Packaging Operator,,Entry Level,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Healthcare / Medical,1 - 50 Employees
Posted on 18-Feb-22,Micron Memory Malaysia Sdn Bhd,Test Manufacturing Shift Supervisor,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,1001 - 2000 Employees
Posted on 22-Feb-22,Syspex Mechatronic (M) Sdn Bhd,Customer Service Executive,"MYR 3,000 - MYR 4,500",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Customer Service",General & Wholesale Trading,51 - 200 Employees
Posted on 25-Feb-22,VISCO TECHNOLOGY Sdn Bhd,Packing Production Engineer,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Engineering,Industrial Engineering",Manufacturing / Production,501 - 1000 Employees
Posted on 16-Feb-22,LAM RESEARCH INTERNATIONAL SDN. BHD.,Financial Analyst (Inventory Management),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",8 years,Full-Time,"Accounting/Finance,General/Cost Accounting",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 23-Feb-22,AGENSI PEKERJAAN DREAM CAREER SDN BHD,Production Operator (50 Vacancies @Up  to RM3K++ Penang),"MYR 1,500 - MYR 3,000",Entry Level,"Primary/Secondary School/O Level, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted on 15-Feb-22,Kobay Technology Bhd.,Engineering Manager (Extrusion / Anodizing),,Manager,Not Specified,5 years,Full-Time,"Engineering,Mechanical",Manufacturing / Production,501 - 1000 Employees
Posted on 21-Feb-22,Prangin Mall-JMB,Customer Service Assistant,,Non-Executive,Primary/Secondary School/O Level,1 year,Full-Time,"Services,Customer Service",Property / Real Estate,1 - 50 Employees
Posted on 14-Feb-22,PARCELHUB,Management Trainees,"MYR 1,500 - MYR 2,600",Entry Level,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Others,51 - 200 Employees
Posted on 2-Mar-22,ASB WELDING MACHINERY SDN BHD,Sales Executive,,Junior Executive,Not Specified,,Full-Time,"Others,Others",Heavy Industrial / Machinery / Equipment,1 - 50 Employees
Posted on 18-Feb-22,MADINA SECURITY SDN. BHD.,Assistant Branch Manager (Penang Branch),"MYR 3,000 - MYR 3,000",Manager,"Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Services,Armed Forces",Security / Law Enforcement,1 - 50 Employees
Posted on 24-Feb-22,Konica Minolta Business Solutions (M) Sdn Bhd,Sales Executive (Corporate),,Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Sales/Marketing,Sales - Corporate",Computer / Information Technology (Software),501 - 1000 Employees
Posted on 15-Feb-22,Samtec Asia Pacific (M) Sdn Bhd,Operations Support Specialist (OSS) - (oed2hfwu-oed2hfwu),"MYR 2,500 - MYR 3,500",Junior Executive,Higher Secondary/STPM/'A' Level/Pre-U,3 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 25-Feb-22,Toray Plastics (M) Sdn Bhd,Sales Officer,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Sales/Marketing,Marketing/Business Dev",Polymer / Plastic / Rubber / Tyres,1001 - 2000 Employees
Posted on 17-Feb-22,Plexus Manufacturing Sdn Bhd,Manufacturing Section Head/Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted on 17-Feb-22,YOU PIN SDN BHD,Warehouse Assistant,"MYR 1,500 - MYR 2,200",Entry Level,Primary/Secondary School/O Level,2 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",General & Wholesale Trading,1 - 50 Employees
Posted on 2-Mar-22,KOMIC ENTERPRISE PLT,Retail Assistant cum Public Relations,"MYR 1,800 - MYR 2,000",Non-Executive,Not Specified,1 year,Full-Time,"Services,Customer Service",Retail / Merchandise,1 - 50 Employees
Posted 12 hours ago,Micron Semiconductors,Production Planner,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 12-Mar-22,Dell,"Advisor, Logistics",,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted 13 hours ago,Berjayapak,Administrative Assistant,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted 13 hours ago,Round-The-World Logistics Corp,Sales Executive,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 12-Mar-22,Goodealbb Trading,Logistics and Warehousing,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",General & Wholesale Trading,1 - 50 Employees
Posted 12 hours ago,Pos Logistics,Internship,,Not Specified,Not Specified,,Internship,"Services,Logistics/Supply Chain",Transportation / Logistics,1001 - 2000 Employees
Posted on 10-Mar-22,Kuehne & Nagel,Air Logistics Pricing Specialist (Malaysia),,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Transportation / Logistics,201 - 500 Employees
Posted 13 hours ago,DYNAPHARM,Pharmacist  Production Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",BioTechnology/Pharmaceutical/Clinical research,51 - 200 Employees
Posted 12 hours ago,PUNCH INDUSTRY MALAYSIA,Store Assistant,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Heavy Industrial / Machinery / Equipment,51 - 200 Employees
Posted 12 hours ago,Micron Semiconductors,"SR MGR, AT ISM, MY",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,HENG HUAT RESORUCES GROUP BERHAD,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 8-Mar-22,YCH Distripark,Order Management,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,201 - 500 Employees
Posted 13 hours ago,Cleanroom Industries,Production Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,PWF Farms,Purchasing Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 13 hours ago,Keysight Technologies,Supply Chain Associate (with IT background),,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Electrical & Electronics,2001 - 5000 Employees
Posted 13 hours ago,Continental AG,Procurement & Order Management Analyst,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",R&D,51 - 200 Employees
Posted 12 hours ago,Micron Semiconductors,Production Planner,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,Soon Soon Feedmills Sdn. Bhd.,Pekerja Kilang,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 12 hours ago,Bridge Trading,Penjaga Stor,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,Sealed Air,Senior Customer Service Partner,,Not Specified,Not Specified,,,"Services,Customer Service",,
Posted 13 hours ago,FOONG CHI MOULD INDUSTRIES,Warehouse Clerk,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,SANCHEM CORPORATION,PRODUCTION ASSISTANT SUPERVISOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 12-Mar-22,Dell,Advisor Purchasing,,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted 12 hours ago,cargo-partner,Business Development Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,Keysight Technologies,Senior Buyer (Contract),,Not Specified,Not Specified,,Temporary,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted 12 hours ago,Marriott International,Receiving Assistant,,Not Specified,Not Specified,,,"Admin/Human Resources,Clerical/Administrative Support",,
Posted on 13-Mar-22,CHOP TONG GUAN,GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",General & Wholesale Trading,201 - 500 Employees
Posted 12 hours ago,Alps Coating,ISO DOCUMENT CONTROLLER CUM SALES COORDINATOR,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",Manufacturing / Production,51 - 200 Employees
Posted 13 hours ago,POLYPLAS,Production clerk,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted 12 hours ago,ECO WORLD WELLNESS,Administration Officer  (Seberang Jaya),,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",,
Posted 12 hours ago,CHL INNOVATION INDUSTRIES SDN BHD,COUNTER-OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,Jabil,Assistant Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted 13 hours ago,MIAMI FOOD PRODUCTS,Food Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 9-Mar-22,Hotayi Electronic,Purchasing Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,SYARIKAT S DIN,CUSTOMER SERVICE,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Retail / Merchandise,More than 5000 Employees
Posted 12 hours ago,Lam Research,Business Function Intern,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,SHAN ART PRINTING (M) SDN. BHD.,GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Arts/Media/Communications,Arts/Creative Design",Printing / Publishing,1 - 50 Employees
Posted 12 hours ago,HA PACK INDUSTRY,Storekeeper,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1 - 50 Employees
Posted on 9-Mar-22,MJ JEWELLERY,PRODUCTION ASSISTANT,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",Advertising / Marketing / Promotion / PR,
Posted 13 hours ago,J&T EXPRESS (MALAYSIA) SDN. BHD. -PENANG,Sales Executive (E-Commerce),,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Transportation / Logistics,More than 5000 Employees
Posted 12 hours ago,Chee Kheng Can Factory Sdn Bhd,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 3-Mar-22,Tri-Mode System (Penang) Sdn Bhd,Import Shipping Documentation Clerk,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,PWF Farms,Purchasing Clerk,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",,
Posted on 10-Mar-22,Analog Devices,Test Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,1001 - 2000 Employees
Posted on 9-Mar-22,Season Malaysia Manufacturing,Quality Inspector (EMS),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,GB PLAS,Store-hand,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Polymer / Plastic / Rubber / Tyres,51 - 200 Employees
Posted 12 hours ago,TOYOSHIMA CORPORATION,OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted 13 hours ago,ASFAH BioEnergy,Pemandu Forklift,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Eng/Tech/IT",Retail / Merchandise,1 - 50 Employees
Posted on 13-Mar-22,MeHow Medical,Operator,,Not Specified,Not Specified,,Full-Time,"Engineering,Electrical",Manufacturing / Production,201 - 500 Employees
Posted on 11-Mar-22,Chian Soon Tyres & Auto,Lorry Tayarman,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Others,
Posted 13 hours ago,Oriental Fastech Manufacturing,PRODUCTION OPERATOR,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Manufacturing / Production,51 - 200 Employees
Posted on 11-Mar-22,Intel,PG Senior Factory Material Engineer,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted 12 hours ago,Peoplelogy Skill,Corporate Sales Executive /Manager (PNG),,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",,
Posted on 8-Mar-22,PUNCH INDUSTRY MALAYSIA,Business Support Assistant,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Heavy Industrial / Machinery / Equipment,51 - 200 Employees
Posted 13 hours ago,Prestar Marketing,Sales Executive,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",Heavy Industrial / Machinery / Equipment,1 - 50 Employees
